date,country,vs,Pitcher,Batter,Game Pitch #,Pitch,PA,Inning,Result,Pitch Type,Pitch Vel  (MPH),Spin (RPM),VBreak,HBreak
2023-03-10,Japan,korea,Shota Imanaga,Hyun Soo Kim,183,29,48,6,Ball,Slider,82.9,2638.0,-40.0,-10.0
2023-03-10,Japan,korea,Shota Imanaga,Hyun Soo Kim,182,28,48,6,Ball,Slider,83.5,2738.0,-37.0,-9.0
2023-03-10,Japan,korea,Shota Imanaga,Hyun Soo Kim,181,27,48,6,Swinging Strike,Slider,83.5,2545.0,-36.0,-6.0
2023-03-10,Japan,korea,Shota Imanaga,Hyun Soo Kim,180,26,48,6,Called Strike,Slider,81.0,2653.0,-38.0,-5.0
2023-03-10,Japan,korea,Shota Imanaga,ByungHo Park,154,25,41,5,"In play, out(s)",Sinker,94.9,2643.0,-9.0,12.0
2023-03-10,Japan,korea,Shota Imanaga,ByungHo Park,153,24,41,5,Ball,Cutter,92.9,2471.0,-15.0,2.0
2023-03-10,Japan,korea,Shota Imanaga,Jung Hoo Lee,152,23,40,5,"In play, no out",4-Seam Fastball,94.9,2678.0,-8.0,9.0
2023-03-10,Japan,korea,Shota Imanaga,Jung Hoo Lee,151,22,40,5,Called Strike,4-Seam Fastball,93.5,2624.0,-11.0,7.0
2023-03-10,Japan,korea,Shota Imanaga,Jung Hoo Lee,150,21,40,5,Ball,4-Seam Fastball,94.2,2671.0,-11.0,7.0
2023-03-10,Japan,korea,Shota Imanaga,Jung Hoo Lee,149,20,40,5,Ball,Slider,82.6,2871.0,-35.0,-5.0
2023-03-10,Japan,korea,Shota Imanaga,Jung Hoo Lee,148,19,40,5,Ball,4-Seam Fastball,94.4,2662.0,-10.0,10.0
2023-03-10,Japan,korea,Shota Imanaga,Ha-Seong Kim,147,18,39,5,"In play, out(s)",Curveball,73.8,2510.0,-66.0,-7.0
2023-03-10,Japan,korea,Shota Imanaga,Tommy Edman,146,17,38,5,Swinging Strike,Splitter,85.3,1187.0,-33.0,6.0
2023-03-10,Japan,korea,Shota Imanaga,Tommy Edman,145,16,38,5,Swinging Strike,Splitter,84.0,1187.0,-32.0,3.0
2023-03-10,Japan,korea,Shota Imanaga,Tommy Edman,144,15,38,5,Called Strike,4-Seam Fastball,93.2,2467.0,-13.0,8.0
2023-03-10,Japan,korea,Shota Imanaga,Tommy Edman,143,14,38,5,Ball In Dirt,Cutter,89.8,2201.0,-22.0,3.0
2023-03-10,Japan,korea,Shota Imanaga,Jeong Choi,142,13,37,5,"In play, no out",Sinker,94.5,2645.0,-12.0,12.0
2023-03-10,Japan,korea,Shota Imanaga,Jeong Choi,141,12,37,5,Called Strike,4-Seam Fastball,94.0,2645.0,-13.0,9.0
2023-03-10,Japan,korea,Shota Imanaga,Euiji Yang,130,11,33,4,"In play, out(s)",4-Seam Fastball,95.8,2514.0,-11.0,10.0
2023-03-10,Japan,korea,Shota Imanaga,Euiji Yang,129,10,33,4,Foul,4-Seam Fastball,96.2,2636.0,-8.0,6.0
2023-03-10,Japan,korea,Shota Imanaga,Euiji Yang,128,9,33,4,Called Strike,Curveball,73.8,2430.0,-64.0,-7.0
2023-03-10,Japan,korea,Shota Imanaga,Baekho Kang,127,8,32,4,Swinging Strike,4-Seam Fastball,95.1,2559.0,-9.0,7.0
2023-03-10,Japan,korea,Shota Imanaga,Baekho Kang,126,7,32,4,Foul,4-Seam Fastball,95.6,2571.0,-9.0,9.0
2023-03-10,Japan,korea,Shota Imanaga,Baekho Kang,125,6,32,4,Ball,Slider,86.1,2605.0,-31.0,-2.0
2023-03-10,Japan,korea,Shota Imanaga,Baekho Kang,124,5,32,4,Ball,4-Seam Fastball,95.1,2505.0,-11.0,10.0
2023-03-10,Japan,korea,Shota Imanaga,Baekho Kang,123,4,32,4,Swinging Strike,4-Seam Fastball,95.3,2557.0,-11.0,7.0
2023-03-10,Japan,korea,Shota Imanaga,Baekho Kang,122,3,32,4,Called Strike,4-Seam Fastball,95.5,2559.0,-8.0,8.0
2023-03-10,Japan,korea,Shota Imanaga,Kunwoo Park,121,2,31,4,"In play, out(s)",Splitter,84.5,1097.0,-33.0,3.0
2023-03-10,Japan,korea,Shota Imanaga,Kunwoo Park,120,1,31,4,Foul,4-Seam Fastball,95.0,2603.0,-11.0,10.0
2023-03-10,Japan,korea,Yu Darvish,Hyun Soo Kim,83,48,21,3,"In play, out(s)",4-Seam Fastball,94.2,2481.0,-15.0,-10.0
2023-03-10,Japan,korea,Yu Darvish,Hyun Soo Kim,82,47,21,3,Called Strike,Curveball,73.6,2738.0,-66.0,12.0
2023-03-10,Japan,korea,Yu Darvish,ByungHo Park,81,46,20,3,Hit By Pitch,2-Seam Fastball,93.8,2439.0,-18.0,-16.0
2023-03-10,Japan,korea,Yu Darvish,ByungHo Park,80,45,20,3,Ball In Dirt,2-Seam Fastball,94.5,2447.0,-17.0,-16.0
2023-03-10,Japan,korea,Yu Darvish,ByungHo Park,79,44,20,3,Called Strike,Slider,83.2,2909.0,-41.0,11.0
2023-03-10,Japan,korea,Yu Darvish,Jung Hoo Lee,78,43,19,3,"In play, run(s)",4-Seam Fastball,95.2,2507.0,-11.0,-6.0
2023-03-10,Japan,korea,Yu Darvish,Ha-Seong Kim,77,42,18,3,"In play, no out",Slider,83.6,2781.0,-43.0,12.0
2023-03-10,Japan,korea,Yu Darvish,Ha-Seong Kim,76,41,18,3,Swinging Strike,Cutter,85.0,2768.0,-39.0,4.0
2023-03-10,Japan,korea,Yu Darvish,Ha-Seong Kim,75,40,18,3,Ball,Slider,81.7,2697.0,-47.0,13.0
2023-03-10,Japan,korea,Yu Darvish,Ha-Seong Kim,74,39,18,3,Ball,4-Seam Fastball,94.2,2424.0,-11.0,-7.0
2023-03-10,Japan,korea,Yu Darvish,Ha-Seong Kim,73,38,18,3,Called Strike,Cutter,85.8,2791.0,-37.0,5.0
2023-03-10,Japan,korea,Yu Darvish,Ha-Seong Kim,72,37,18,3,Ball,Cutter,86.5,2732.0,-36.0,5.0
2023-03-10,Japan,korea,Yu Darvish,Tommy Edman,71,36,17,3,"In play, out(s)",Splitter,87.8,1616.0,-32.0,-5.0
2023-03-10,Japan,korea,Yu Darvish,Tommy Edman,70,35,17,3,Swinging Strike,Slider,80.8,2858.0,-45.0,16.0
2023-03-10,Japan,korea,Yu Darvish,Tommy Edman,69,34,17,3,Ball,Slider,80.9,2832.0,-47.0,18.0
2023-03-10,Japan,korea,Yu Darvish,Jeong Choi,68,33,16,3,"In play, out(s)",4-Seam Fastball,94.3,2427.0,-12.0,-5.0
2023-03-10,Japan,korea,Yu Darvish,Euiji Yang,67,32,15,3,"In play, run(s)",Slider,84.1,2814.0,-44.0,14.0
2023-03-10,Japan,korea,Yu Darvish,Euiji Yang,66,31,15,3,Foul,2-Seam Fastball,95.1,2337.0,-18.0,-16.0
2023-03-10,Japan,korea,Yu Darvish,Euiji Yang,65,30,15,3,Ball In Dirt,Slider,85.7,3108.0,-37.0,14.0
2023-03-10,Japan,korea,Yu Darvish,Euiji Yang,64,29,15,3,Foul,4-Seam Fastball,95.8,2563.0,-11.0,-7.0
2023-03-10,Japan,korea,Yu Darvish,Euiji Yang,63,28,15,3,Called Strike,Slider,85.0,2941.0,-35.0,14.0
2023-03-10,Japan,korea,Yu Darvish,Euiji Yang,62,27,15,3,Foul Bunt,Slider,83.4,2929.0,-39.0,9.0
2023-03-10,Japan,korea,Yu Darvish,Baekho Kang,61,26,14,3,"In play, no out",4-Seam Fastball,93.2,2378.0,-14.0,-8.0
2023-03-10,Japan,korea,Yu Darvish,Baekho Kang,60,25,14,3,Foul,Cutter,85.0,2686.0,-38.0,4.0
2023-03-10,Japan,korea,Yu Darvish,Baekho Kang,59,24,14,3,Ball,Cutter,85.1,2813.0,-39.0,6.0
2023-03-10,Japan,korea,Yu Darvish,Kunwoo Park,42,23,9,2,"In play, out(s)",Slider,82.7,2797.0,-38.0,17.0
2023-03-10,Japan,korea,Yu Darvish,Kunwoo Park,41,22,9,2,Called Strike,Slider,82.8,2735.0,-42.0,15.0
2023-03-10,Japan,korea,Yu Darvish,Kunwoo Park,40,21,9,2,Ball,4-Seam Fastball,93.0,2381.0,-13.0,-5.0
2023-03-10,Japan,korea,Yu Darvish,Hyun Soo Kim,39,20,8,2,"In play, out(s)",Cutter,85.4,2943.0,-39.0,6.0
2023-03-10,Japan,korea,Yu Darvish,Hyun Soo Kim,38,19,8,2,Ball,Cutter,87.3,2783.0,-33.0,6.0
2023-03-10,Japan,korea,Yu Darvish,ByungHo Park,37,18,7,2,Swinging Strike,Slider,83.8,2907.0,-43.0,14.0
2023-03-10,Japan,korea,Yu Darvish,ByungHo Park,36,17,7,2,Foul,Cutter,83.3,2799.0,-37.0,9.0
2023-03-10,Japan,korea,Yu Darvish,ByungHo Park,35,16,7,2,Ball,Slider,84.8,2784.0,-39.0,14.0
2023-03-10,Japan,korea,Yu Darvish,ByungHo Park,34,15,7,2,Ball,Slider,84.0,2855.0,-38.0,13.0
2023-03-10,Japan,korea,Yu Darvish,ByungHo Park,33,14,7,2,Ball,2-Seam Fastball,93.3,2357.0,-19.0,-16.0
2023-03-10,Japan,korea,Yu Darvish,ByungHo Park,32,13,7,2,Called Strike,4-Seam Fastball,92.7,2422.0,-14.0,-9.0
2023-03-10,Japan,korea,Yu Darvish,Jung Hoo Lee,12,12,3,1,"In play, out(s)",4-Seam Fastball,96.0,2528.0,-12.0,-8.0
2023-03-10,Japan,korea,Yu Darvish,Jung Hoo Lee,11,11,3,1,Foul,Cutter,87.0,1415.0,-36.0,5.0
2023-03-10,Japan,korea,Yu Darvish,Jung Hoo Lee,10,10,3,1,Ball,4-Seam Fastball,95.4,2529.0,-11.0,-7.0
2023-03-10,Japan,korea,Yu Darvish,Jung Hoo Lee,9,9,3,1,Foul,Cutter,86.3,2874.0,-38.0,6.0
2023-03-10,Japan,korea,Yu Darvish,Ha-Seong Kim,8,8,2,1,"In play, out(s)",Slider,82.6,2925.0,-47.0,17.0
2023-03-10,Japan,korea,Yu Darvish,Ha-Seong Kim,7,7,2,1,Ball,4-Seam Fastball,95.6,2394.0,-9.0,-8.0
2023-03-10,Japan,korea,Yu Darvish,Ha-Seong Kim,6,6,2,1,Ball,Slider,85.5,2873.0,-36.0,13.0
2023-03-10,Japan,korea,Yu Darvish,Ha-Seong Kim,5,5,2,1,Foul,4-Seam Fastball,95.1,2500.0,-13.0,-10.0
2023-03-10,Japan,korea,Yu Darvish,Ha-Seong Kim,4,4,2,1,Called Strike,4-Seam Fastball,93.8,2450.0,-13.0,-9.0
2023-03-10,Japan,korea,Yu Darvish,Tommy Edman,3,3,1,1,"In play, out(s)",4-Seam Fastball,93.3,2291.0,-16.0,-8.0
2023-03-10,Japan,korea,Yu Darvish,Tommy Edman,2,2,1,1,Ball,4-Seam Fastball,94.3,2325.0,-14.0,-8.0
2023-03-10,Japan,korea,Yu Darvish,Tommy Edman,1,1,1,1,Called Strike,Cutter,84.7,2681.0,-39.0,3.0
2023-03-11,Japan,czech,Hiroya Miyagi,Arnost Dubovy,324,68,80,9,Swinging Strike,Sinker,92.3,2106.0,-26.0,18.0
2023-03-11,Japan,czech,Hiroya Miyagi,Arnost Dubovy,323,67,80,9,Ball,Slider,79.1,2604.0,-49.0,-16.0
2023-03-11,Japan,czech,Hiroya Miyagi,Arnost Dubovy,322,66,80,9,Foul,Sinker,93.4,2282.0,-24.0,20.0
2023-03-11,Japan,czech,Hiroya Miyagi,Arnost Dubovy,321,65,80,9,Ball,Splitter,84.8,1042.0,-40.0,13.0
2023-03-11,Japan,czech,Hiroya Miyagi,Arnost Dubovy,320,64,80,9,Ball,Slider,78.5,2645.0,-54.0,-19.0
2023-03-11,Japan,czech,Hiroya Miyagi,Arnost Dubovy,319,63,80,9,Swinging Strike,Sinker,92.6,2270.0,-25.0,20.0
2023-03-11,Japan,czech,Hiroya Miyagi,Arnost Dubovy,318,62,80,9,Called Strike,Sinker,92.7,2163.0,-26.0,18.0
2023-03-11,Japan,czech,Hiroya Miyagi,Milan Prokop,317,61,79,9,Swinging Strike,Sinker,92.2,2176.0,-24.0,16.0
2023-03-11,Japan,czech,Hiroya Miyagi,Milan Prokop,316,60,79,9,Swinging Strike,Sinker,92.2,2155.0,-19.0,15.0
2023-03-11,Japan,czech,Hiroya Miyagi,Milan Prokop,315,59,79,9,Ball,Slider,78.3,2610.0,-53.0,-17.0
2023-03-11,Japan,czech,Hiroya Miyagi,Milan Prokop,314,58,79,9,Called Strike,Curveball,56.3,1908.0,-101.0,-12.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Grepl,313,57,78,9,Swinging Strike,Splitter,82.9,959.0,-47.0,12.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Grepl,312,56,78,9,Foul,Sinker,90.5,2109.0,-24.0,16.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Grepl,311,55,78,9,Swinging Strike,Sinker,89.7,1991.0,-27.0,16.0
2023-03-11,Japan,czech,Hiroya Miyagi,Daniel Vavrusa,286,54,70,8,Called Strike,Slider,79.6,2585.0,-52.0,-18.0
2023-03-11,Japan,czech,Hiroya Miyagi,Daniel Vavrusa,285,53,70,8,Ball,Splitter,85.3,908.0,-47.0,8.0
2023-03-11,Japan,czech,Hiroya Miyagi,Daniel Vavrusa,284,52,70,8,Foul,Sinker,93.7,2187.0,-19.0,14.0
2023-03-11,Japan,czech,Hiroya Miyagi,Daniel Vavrusa,283,51,70,8,Swinging Strike,Sinker,93.0,2117.0,-21.0,17.0
2023-03-11,Japan,czech,Hiroya Miyagi,Daniel Vavrusa,282,50,70,8,Called Strike,Slider,79.2,2541.0,-50.0,-17.0
2023-03-11,Japan,czech,Hiroya Miyagi,Marek Chlup,281,49,69,8,Swinging Strike,Changeup,72.5,1229.0,-49.0,16.0
2023-03-11,Japan,czech,Hiroya Miyagi,Marek Chlup,280,48,69,8,Foul,Slider,78.9,2684.0,-52.0,-19.0
2023-03-11,Japan,czech,Hiroya Miyagi,Marek Chlup,279,47,69,8,Called Strike,Sinker,92.9,2187.0,-22.0,18.0
2023-03-11,Japan,czech,Hiroya Miyagi,Marek Chlup,278,46,69,8,Called Strike,Sinker,91.5,2069.0,-24.0,17.0
2023-03-11,Japan,czech,Hiroya Miyagi,Marek Chlup,277,45,69,8,Ball,Slider,77.5,2590.0,-54.0,-19.0
2023-03-11,Japan,czech,Hiroya Miyagi,Marek Chlup,276,44,69,8,Ball,Splitter,82.5,739.0,-48.0,4.0
2023-03-11,Japan,czech,Hiroya Miyagi,Petr Zyma,275,43,68,8,"In play, out(s)",Sinker,90.9,2136.0,-21.0,17.0
2023-03-11,Japan,czech,Hiroya Miyagi,Petr Zyma,274,42,68,8,Ball,Sinker,91.6,2051.0,-23.0,20.0
2023-03-11,Japan,czech,Hiroya Miyagi,Vojtech Mensik,258,41,63,7,"In play, out(s)",Curveball,59.8,1932.0,-95.0,-11.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Hajtmar,257,40,62,7,"In play, out(s)",Sinker,92.5,2102.0,-17.0,15.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Hajtmar,256,39,62,7,Foul,Sinker,91.4,2016.0,-22.0,15.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Hajtmar,255,38,62,7,Ball,Sinker,92.9,2065.0,-19.0,15.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Hajtmar,254,37,62,7,Ball,Changeup,73.8,1233.0,-54.0,12.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Hajtmar,253,36,62,7,Called Strike,Slider,75.9,2527.0,-52.0,-19.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Kubica,252,35,61,7,"In play, out(s)",Slider,77.9,2646.0,-51.0,-15.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Kubica,251,34,61,7,Foul,Sinker,90.5,2102.0,-22.0,15.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Kubica,250,33,61,7,Ball,Sinker,92.5,2124.0,-24.0,18.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Kubica,249,32,61,7,Foul,Slider,76.8,2588.0,-53.0,-17.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Kubica,248,31,61,7,Called Strike,Sinker,89.8,2146.0,-22.0,19.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Kubica,247,30,61,7,Ball,Sinker,89.3,2041.0,-23.0,17.0
2023-03-11,Japan,czech,Hiroya Miyagi,William Escala,225,29,55,6,"In play, out(s)",Sinker,92.9,2195.0,-23.0,19.0
2023-03-11,Japan,czech,Hiroya Miyagi,Martin Muzik,224,28,54,6,"In play, out(s)",Curveball,55.9,1874.0,-105.0,-12.0
2023-03-11,Japan,czech,Hiroya Miyagi,Martin Muzik,223,27,54,6,Swinging Strike,Sinker,92.7,2144.0,-24.0,18.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Grepl,222,26,53,6,Called Strike,Slider,76.8,2560.0,-56.0,-19.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Grepl,221,25,53,6,Ball,Changeup,75.1,1339.0,-45.0,15.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Grepl,220,24,53,6,Ball,Slider,77.8,2539.0,-53.0,-18.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Grepl,219,23,53,6,Foul,Sinker,91.9,,-19.0,14.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Grepl,218,22,53,6,Ball,Sinker,92.6,2172.0,-22.0,17.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Grepl,217,21,53,6,Swinging Strike,Sinker,92.6,2086.0,-22.0,16.0
2023-03-11,Japan,czech,Hiroya Miyagi,Jakub Grepl,216,20,53,6,Called Strike,Curveball,59.2,1993.0,-93.0,-10.0
2023-03-11,Japan,czech,Hiroya Miyagi,Matej Mensik,191,19,47,5,Called Strike,Sinker,92.5,2191.0,-19.0,16.0
2023-03-11,Japan,czech,Hiroya Miyagi,Matej Mensik,190,18,47,5,Swinging Strike,Slider,77.3,2557.0,-58.0,-10.0
2023-03-11,Japan,czech,Hiroya Miyagi,Matej Mensik,189,17,47,5,Ball,Slider,78.2,2775.0,-52.0,-14.0
2023-03-11,Japan,czech,Hiroya Miyagi,Matej Mensik,188,16,47,5,Ball,Curveball,61.5,2000.0,-88.0,-16.0
2023-03-11,Japan,czech,Hiroya Miyagi,Martin Cervenka,187,15,46,5,"In play, run(s)",Changeup,76.2,1247.0,-49.0,14.0
2023-03-11,Japan,czech,Hiroya Miyagi,Martin Cervenka,186,14,46,5,Ball,Changeup,79.6,1313.0,-43.0,17.0
2023-03-11,Japan,czech,Hiroya Miyagi,Martin Cervenka,185,13,46,5,Swinging Strike,Sinker,93.4,2205.0,-20.0,18.0
2023-03-11,Japan,czech,Hiroya Miyagi,Martin Cervenka,184,12,46,5,Called Strike,Sinker,93.6,2202.0,-18.0,19.0
2023-03-11,Japan,czech,Hiroya Miyagi,Marek Chlup,183,11,45,5,Swinging Strike,Changeup,76.7,1310.0,-45.0,18.0
2023-03-11,Japan,czech,Hiroya Miyagi,Marek Chlup,182,10,45,5,Ball,Sinker,92.6,2146.0,-21.0,15.0
2023-03-11,Japan,czech,Hiroya Miyagi,Marek Chlup,181,9,45,5,Foul,Sinker,92.4,2131.0,-20.0,17.0
2023-03-11,Japan,czech,Hiroya Miyagi,Marek Chlup,180,8,45,5,Called Strike,Slider,78.4,2528.0,-53.0,-15.0
2023-03-11,Japan,czech,Hiroya Miyagi,Eric Sogard,179,7,44,5,"In play, no out",Slider,77.1,2644.0,-53.0,-17.0
2023-03-11,Japan,czech,Hiroya Miyagi,Eric Sogard,178,6,44,5,Foul,Slider,76.5,2607.0,-55.0,-18.0
2023-03-11,Japan,czech,Hiroya Miyagi,Eric Sogard,177,5,44,5,Ball,Sinker,91.7,2180.0,-21.0,17.0
2023-03-11,Japan,czech,Hiroya Miyagi,Eric Sogard,176,4,44,5,Called Strike,Slider,76.8,2688.0,-55.0,-16.0
2023-03-11,Japan,czech,Hiroya Miyagi,Vojtech Mensik,175,3,43,5,"In play, no out",Changeup,74.6,1261.0,-43.0,16.0
2023-03-11,Japan,czech,Hiroya Miyagi,Vojtech Mensik,174,2,43,5,Called Strike,Slider,78.7,2742.0,-53.0,-19.0
2023-03-11,Japan,czech,Hiroya Miyagi,Vojtech Mensik,173,1,43,5,Foul,Sinker,93.4,2128.0,-19.0,17.0
2023-03-11,Japan,czech,Yuki  Udagawa,Jakub Hajtmar,138,3,34,4,Swinging Strike,Splitter,83.0,969.0,-44.0,-5.0
2023-03-11,Japan,czech,Yuki  Udagawa,Jakub Hajtmar,137,2,34,4,Swinging Strike,Splitter,84.8,1000.0,-30.0,-4.0
2023-03-11,Japan,czech,Yuki  Udagawa,Jakub Hajtmar,136,1,34,4,Foul Bunt,Curveball,69.6,1977.0,-74.0,5.0
2023-03-11,Japan,czech,Roki Sasaki,Filip Smola,135,66,33,4,Swinging Strike,Cutter,89.7,786.0,-31.0,2.0
2023-03-11,Japan,czech,Roki Sasaki,Filip Smola,134,65,33,4,Foul,Sinker,98.9,2466.0,-9.0,-14.0
2023-03-11,Japan,czech,Roki Sasaki,Filip Smola,133,64,33,4,Swinging Strike,Sinker,98.8,2436.0,-11.0,-13.0
2023-03-11,Japan,czech,Roki Sasaki,Filip Smola,132,63,33,4,Ball,Sinker,98.5,2398.0,-12.0,-15.0
2023-03-11,Japan,czech,Roki Sasaki,William Escala,131,62,32,4,Hit By Pitch,Sinker,100.9,2492.0,-7.0,-13.0
2023-03-11,Japan,czech,Roki Sasaki,William Escala,130,61,32,4,Foul,Cutter,90.8,705.0,-30.0,0.0
2023-03-11,Japan,czech,Roki Sasaki,William Escala,129,60,32,4,Called Strike,Sinker,100.1,2348.0,-10.0,-13.0
2023-03-11,Japan,czech,Roki Sasaki,William Escala,128,59,32,4,Called Strike,Sinker,99.1,2307.0,-10.0,-13.0
2023-03-11,Japan,czech,Roki Sasaki,William Escala,127,58,32,4,Ball,Sinker,99.8,2349.0,-10.0,-14.0
2023-03-11,Japan,czech,Roki Sasaki,Martin Muzik,126,57,31,4,Swinging Strike,Cutter,89.7,1176.0,-31.0,-3.0
2023-03-11,Japan,czech,Roki Sasaki,Martin Muzik,125,56,31,4,Foul,Cutter,89.8,2523.0,-32.0,-3.0
2023-03-11,Japan,czech,Roki Sasaki,Martin Muzik,124,55,31,4,Foul,Sinker,100.8,2325.0,-9.0,-12.0
2023-03-11,Japan,czech,Roki Sasaki,Martin Muzik,123,54,31,4,Foul,Cutter,88.5,872.0,-34.0,-1.0
2023-03-11,Japan,czech,Roki Sasaki,Martin Muzik,122,53,31,4,Foul,Sinker,98.4,2335.0,-15.0,-13.0
2023-03-11,Japan,czech,Roki Sasaki,Martin Muzik,121,52,31,4,Ball,Cutter,87.5,2249.0,-39.0,1.0
2023-03-11,Japan,czech,Roki Sasaki,Martin Muzik,120,51,31,4,Ball,Cutter,88.0,2128.0,-32.0,1.0
2023-03-11,Japan,czech,Roki Sasaki,Martin Muzik,119,50,31,4,Called Strike,Sinker,98.3,2195.0,-13.0,-14.0
2023-03-11,Japan,czech,Roki Sasaki,Matej Mensik,90,49,23,3,"In play, out(s)",Cutter,89.7,3202.0,-35.0,2.0
2023-03-11,Japan,czech,Roki Sasaki,Matej Mensik,89,48,23,3,Called Strike,Sinker,100.3,2453.0,-8.0,-14.0
2023-03-11,Japan,czech,Roki Sasaki,Matej Mensik,88,47,23,3,Foul,Cutter,87.9,1499.0,-33.0,4.0
2023-03-11,Japan,czech,Roki Sasaki,Martin Cervenka,87,46,22,3,Swinging Strike,Cutter,90.2,1772.0,-31.0,3.0
2023-03-11,Japan,czech,Roki Sasaki,Martin Cervenka,86,45,22,3,Foul,Cutter,88.8,920.0,-34.0,3.0
2023-03-11,Japan,czech,Roki Sasaki,Martin Cervenka,85,44,22,3,Ball,Cutter,87.9,1996.0,-32.0,7.0
2023-03-11,Japan,czech,Roki Sasaki,Martin Cervenka,84,43,22,3,Swinging Strike,Sinker,100.1,2294.0,-12.0,-11.0
2023-03-11,Japan,czech,Roki Sasaki,Marek Chlup,83,42,21,3,Ball,Cutter,87.7,686.0,-34.0,3.0
2023-03-11,Japan,czech,Roki Sasaki,Marek Chlup,82,41,21,3,Swinging Strike,Sinker,99.0,2382.0,-10.0,-10.0
2023-03-11,Japan,czech,Roki Sasaki,Marek Chlup,81,40,21,3,Ball,Sinker,99.4,2383.0,-11.0,-11.0
2023-03-11,Japan,czech,Roki Sasaki,Marek Chlup,80,39,21,3,Swinging Strike,Sinker,98.8,2273.0,-11.0,-11.0
2023-03-11,Japan,czech,Roki Sasaki,Marek Chlup,79,38,21,3,Ball In Dirt,Cutter,86.9,2204.0,-40.0,10.0
2023-03-11,Japan,czech,Roki Sasaki,Marek Chlup,78,37,21,3,Ball,Cutter,86.7,2203.0,-31.0,3.0
2023-03-11,Japan,czech,Roki Sasaki,Eric Sogard,77,36,20,3,"In play, no out",Sinker,100.5,2373.0,-11.0,-13.0
2023-03-11,Japan,czech,Roki Sasaki,Eric Sogard,76,35,20,3,Foul,Cutter,90.0,1031.0,-35.0,-2.0
2023-03-11,Japan,czech,Roki Sasaki,Eric Sogard,75,34,20,3,Called Strike,Sinker,100.2,2375.0,-10.0,-14.0
2023-03-11,Japan,czech,Roki Sasaki,Vojtech Mensik,74,33,19,3,Swinging Strike,Cutter,89.7,702.0,-32.0,-1.0
2023-03-11,Japan,czech,Roki Sasaki,Vojtech Mensik,73,32,19,3,Swinging Strike,Sinker,99.9,2313.0,-10.0,-11.0
2023-03-11,Japan,czech,Roki Sasaki,Vojtech Mensik,72,31,19,3,Ball,Cutter,87.4,2152.0,-37.0,4.0
2023-03-11,Japan,czech,Roki Sasaki,Vojtech Mensik,71,30,19,3,Swinging Strike,Sinker,99.2,2368.0,-9.0,-10.0
2023-03-11,Japan,czech,Roki Sasaki,Vojtech Mensik,70,29,19,3,Ball,Cutter,87.0,1977.0,-31.0,1.0
2023-03-11,Japan,czech,Roki Sasaki,Jakub Hajtmar,44,28,12,2,"In play, out(s)",Sinker,99.1,2259.0,-12.0,-13.0
2023-03-11,Japan,czech,Roki Sasaki,Filip Smola,43,27,11,2,Ball,Sinker,101.0,2279.0,-12.0,-13.0
2023-03-11,Japan,czech,Roki Sasaki,Filip Smola,42,26,11,2,Ball,Cutter,91.6,2900.0,-32.0,-4.0
2023-03-11,Japan,czech,Roki Sasaki,Filip Smola,41,25,11,2,Called Strike,Cutter,89.1,1437.0,-33.0,0.0
2023-03-11,Japan,czech,Roki Sasaki,Filip Smola,40,24,11,2,Ball,Sinker,101.2,2341.0,-11.0,-14.0
2023-03-11,Japan,czech,Roki Sasaki,Filip Smola,39,23,11,2,Foul,Sinker,98.8,2337.0,-11.0,-12.0
2023-03-11,Japan,czech,Roki Sasaki,Filip Smola,38,22,11,2,Ball,Sinker,100.7,2473.0,-11.0,-14.0
2023-03-11,Japan,czech,Roki Sasaki,William Escala,37,21,10,2,Swinging Strike,Sinker,101.3,2395.0,-13.0,-14.0
2023-03-11,Japan,czech,Roki Sasaki,William Escala,36,20,10,2,Swinging Strike,Cutter,90.0,1792.0,-35.0,-2.0
2023-03-11,Japan,czech,Roki Sasaki,William Escala,35,19,10,2,Swinging Strike,Cutter,90.1,808.0,-33.0,-2.0
2023-03-11,Japan,czech,Roki Sasaki,Martin Muzik,34,18,9,2,Swinging Strike,Cutter,89.1,2006.0,-40.0,3.0
2023-03-11,Japan,czech,Roki Sasaki,Martin Muzik,33,17,9,2,Swinging Strike,Cutter,87.4,2087.0,-41.0,8.0
