date,country,vs,Pitcher,Batter,Game Pitch #,Pitch,PA,Inning,Result,Pitch Type,Pitch Vel  (MPH),Spin (RPM),VBreak,HBreak
2023-03-11,Itary,panama,Michele Vassalotti,Jose Ramos,105,56,24,4,Swinging Strike,Cutter,86.3,2485.0,-27.0,4.0
2023-03-11,Itary,panama,Michele Vassalotti,Jose Ramos,104,55,24,4,Foul,Changeup,85.1,1720.0,-36.0,-16.0
2023-03-11,Itary,panama,Michele Vassalotti,Jose Ramos,103,54,24,4,Ball,Cutter,84.4,2298.0,-28.0,-5.0
2023-03-11,Itary,panama,Michele Vassalotti,Christian Bethancourt,102,53,23,4,"In play, out(s)",4-Seam Fastball,91.6,2336.0,-18.0,-5.0
2023-03-11,Itary,panama,Michele Vassalotti,Christian Bethancourt,101,52,23,4,Foul,4-Seam Fastball,92.3,2306.0,-16.0,-8.0
2023-03-11,Itary,panama,Michele Vassalotti,Christian Bethancourt,100,51,23,4,Ball In Dirt,Cutter,84.6,2527.0,-34.0,2.0
2023-03-11,Itary,panama,Michele Vassalotti,Christian Bethancourt,99,50,23,4,Foul,4-Seam Fastball,92.5,2443.0,-14.0,-6.0
2023-03-11,Itary,panama,Michele Vassalotti,Christian Bethancourt,98,49,23,4,Swinging Strike,4-Seam Fastball,91.0,2217.0,-19.0,-5.0
2023-03-11,Itary,panama,Michele Vassalotti,Christian Bethancourt,97,48,23,4,Swinging Strike,4-Seam Fastball,90.5,2311.0,-17.0,-7.0
2023-03-11,Itary,panama,Michele Vassalotti,Jonathan Arauz,96,47,22,4,Ball,4-Seam Fastball,90.7,2363.0,-18.0,-5.0
2023-03-11,Itary,panama,Michele Vassalotti,Jonathan Arauz,95,46,22,4,Ball,Changeup,85.7,1722.0,-32.0,-16.0
2023-03-11,Itary,panama,Michele Vassalotti,Jonathan Arauz,94,45,22,4,Foul,4-Seam Fastball,90.6,2377.0,-17.0,-8.0
2023-03-11,Itary,panama,Michele Vassalotti,Jonathan Arauz,93,44,22,4,Called Strike,4-Seam Fastball,90.0,2335.0,-17.0,-9.0
2023-03-11,Itary,panama,Michele Vassalotti,Jonathan Arauz,92,43,22,4,Ball,4-Seam Fastball,91.3,2347.0,-17.0,-10.0
2023-03-11,Itary,panama,Michele Vassalotti,Jonathan Arauz,91,42,22,4,Ball,4-Seam Fastball,92.2,2371.0,-16.0,-8.0
2023-03-11,Itary,panama,Michele Vassalotti,Ruben Tejada,74,41,18,3,"In play, out(s)",4-Seam Fastball,94.1,2408.0,-16.0,-6.0
2023-03-11,Itary,panama,Michele Vassalotti,Ruben Tejada,73,40,18,3,Ball,4-Seam Fastball,94.9,2395.0,-15.0,-8.0
2023-03-11,Itary,panama,Michele Vassalotti,Ruben Tejada,72,39,18,3,Ball,Cutter,84.5,2427.0,-33.0,5.0
2023-03-11,Itary,panama,Michele Vassalotti,Ruben Tejada,71,38,18,3,Foul,4-Seam Fastball,93.6,2466.0,-17.0,-5.0
2023-03-11,Itary,panama,Michele Vassalotti,Ruben Tejada,70,37,18,3,Swinging Strike,4-Seam Fastball,92.5,2484.0,-18.0,-6.0
2023-03-11,Itary,panama,Michele Vassalotti,Ruben Tejada,69,36,18,3,Ball,Cutter,85.0,2264.0,-28.0,4.0
2023-03-11,Itary,panama,Michele Vassalotti,Jose Caballero,68,35,17,3,"In play, out(s)",4-Seam Fastball,93.0,2358.0,-16.0,-5.0
2023-03-11,Itary,panama,Michele Vassalotti,Jose Caballero,67,34,17,3,Foul,4-Seam Fastball,92.9,2377.0,-16.0,-7.0
2023-03-11,Itary,panama,Michele Vassalotti,Jahdiel Santamaria,66,33,16,3,Swinging Strike,4-Seam Fastball,91.8,2371.0,-16.0,-7.0
2023-03-11,Itary,panama,Michele Vassalotti,Jahdiel Santamaria,65,32,16,3,Foul,4-Seam Fastball,93.5,2354.0,-16.0,-7.0
2023-03-11,Itary,panama,Michele Vassalotti,Jahdiel Santamaria,64,31,16,3,Called Strike,4-Seam Fastball,90.3,2322.0,-19.0,-8.0
2023-03-11,Itary,panama,Michele Vassalotti,Allen Cordoba,44,30,11,2,"In play, out(s)",4-Seam Fastball,94.6,2489.0,-13.0,-8.0
2023-03-11,Itary,panama,Michele Vassalotti,Allen Cordoba,43,29,11,2,Foul,Curveball,76.2,2474.0,-55.0,10.0
2023-03-11,Itary,panama,Michele Vassalotti,Allen Cordoba,42,28,11,2,Ball,Cutter,85.9,2367.0,-33.0,4.0
2023-03-11,Itary,panama,Michele Vassalotti,Allen Cordoba,41,27,11,2,Foul,4-Seam Fastball,94.8,2441.0,-15.0,-8.0
2023-03-11,Itary,panama,Michele Vassalotti,Allen Cordoba,40,26,11,2,Foul,Cutter,87.4,2315.0,-28.0,-2.0
2023-03-11,Itary,panama,Michele Vassalotti,Luis Castillo,39,25,10,2,"In play, out(s)",4-Seam Fastball,92.2,2417.0,-18.0,-8.0
2023-03-11,Itary,panama,Michele Vassalotti,Luis Castillo,38,24,10,2,Ball In Dirt,Changeup,87.4,1786.0,-32.0,-15.0
2023-03-11,Itary,panama,Michele Vassalotti,Luis Castillo,37,23,10,2,Ball,4-Seam Fastball,95.0,2414.0,-14.0,-7.0
2023-03-11,Itary,panama,Michele Vassalotti,Luis Castillo,36,22,10,2,Called Strike,4-Seam Fastball,93.0,2426.0,-17.0,-6.0
2023-03-11,Itary,panama,Michele Vassalotti,Erasmo Caballero,35,21,9,2,Ball,4-Seam Fastball,95.7,2515.0,-14.0,-9.0
2023-03-11,Itary,panama,Michele Vassalotti,Erasmo Caballero,34,20,9,2,Foul,Cutter,85.6,2394.0,-30.0,6.0
2023-03-11,Itary,panama,Michele Vassalotti,Erasmo Caballero,33,19,9,2,Foul,4-Seam Fastball,94.3,2421.0,-15.0,-3.0
2023-03-11,Itary,panama,Michele Vassalotti,Erasmo Caballero,32,18,9,2,Ball,Cutter,85.0,2333.0,-30.0,6.0
2023-03-11,Itary,panama,Michele Vassalotti,Erasmo Caballero,31,17,9,2,Swinging Strike,4-Seam Fastball,91.7,2386.0,-17.0,-2.0
2023-03-11,Itary,panama,Michele Vassalotti,Erasmo Caballero,30,16,9,2,Foul,4-Seam Fastball,93.8,2428.0,-17.0,-6.0
2023-03-11,Itary,panama,Michele Vassalotti,Erasmo Caballero,29,15,9,2,Ball,4-Seam Fastball,92.7,2469.0,-16.0,-5.0
2023-03-11,Itary,panama,Michele Vassalotti,Erasmo Caballero,28,14,9,2,Ball,4-Seam Fastball,93.6,2485.0,-14.0,-10.0
2023-03-11,Itary,panama,Michele Vassalotti,Jose Ramos,27,13,8,2,"In play, run(s)",4-Seam Fastball,93.2,2430.0,-17.0,-9.0
2023-03-11,Itary,panama,Michele Vassalotti,Jose Ramos,26,12,8,2,Ball,4-Seam Fastball,91.8,2377.0,-17.0,-5.0
2023-03-11,Itary,panama,Michele Vassalotti,Jose Ramos,25,11,8,2,Ball,Cutter,82.9,2422.0,-39.0,6.0
2023-03-11,Itary,panama,Michele Vassalotti,Jose Ramos,24,10,8,2,Ball,Cutter,83.0,2365.0,-34.0,4.0
2023-03-11,Itary,panama,Michele Vassalotti,Christian Bethancourt,9,9,3,1,Swinging Strike,Cutter,85.6,2479.0,-30.0,5.0
2023-03-11,Itary,panama,Michele Vassalotti,Christian Bethancourt,8,8,3,1,Ball,4-Seam Fastball,96.1,2574.0,-14.0,-3.0
2023-03-11,Itary,panama,Michele Vassalotti,Christian Bethancourt,7,7,3,1,Swinging Strike,4-Seam Fastball,95.7,2468.0,-14.0,-5.0
2023-03-11,Itary,panama,Michele Vassalotti,Christian Bethancourt,6,6,3,1,Ball,Cutter,84.4,2717.0,-29.0,5.0
2023-03-11,Itary,panama,Michele Vassalotti,Christian Bethancourt,5,5,3,1,Swinging Strike,Cutter,85.0,2398.0,-30.0,6.0
2023-03-11,Itary,panama,Michele Vassalotti,Jonathan Arauz,4,4,2,1,"In play, out(s)",4-Seam Fastball,91.8,2396.0,-20.0,-2.0
2023-03-11,Itary,panama,Michele Vassalotti,Ruben Tejada,3,3,1,1,"In play, no out",4-Seam Fastball,92.5,2451.0,-17.0,-1.0
2023-03-11,Itary,panama,Michele Vassalotti,Ruben Tejada,2,2,1,1,Called Strike,Cutter,83.2,2488.0,-32.0,12.0
2023-03-11,Itary,panama,Michele Vassalotti,Ruben Tejada,1,1,1,1,Ball,4-Seam Fastball,91.0,2392.0,-18.0,-3.0
2023-03-12,Itary,netherlands,Mitchell Stumpo,Ray-Patrick Didder,275,17,76,9,Swinging Strike,Slider,89.2,2378.0,-31.0,-9.0
2023-03-12,Itary,netherlands,Mitchell Stumpo,Ray-Patrick Didder,274,16,76,9,Called Strike,Slider,87.7,2315.0,-32.0,1.0
2023-03-12,Itary,netherlands,Mitchell Stumpo,Ray-Patrick Didder,273,15,76,9,Ball In Dirt,Slider,90.5,2210.0,-29.0,0.0
2023-03-12,Itary,netherlands,Mitchell Stumpo,Chadwick Tromp,272,14,75,9,"In play, out(s)",Slider,90.0,2339.0,-29.0,-5.0
2023-03-12,Itary,netherlands,Mitchell Stumpo,Juremi Profar,271,13,74,9,Foul Tip,Slider,90.1,2214.0,-30.0,0.0
2023-03-12,Itary,netherlands,Mitchell Stumpo,Juremi Profar,270,12,74,9,Foul,Slider,87.8,2286.0,-30.0,-7.0
2023-03-12,Itary,netherlands,Mitchell Stumpo,Juremi Profar,269,11,74,9,Ball,Slider,89.8,2258.0,-32.0,-13.0
2023-03-12,Itary,netherlands,Mitchell Stumpo,Juremi Profar,268,10,74,9,Swinging Strike,Slider,88.9,2231.0,-32.0,-2.0
2023-03-12,Itary,netherlands,Mitchell Stumpo,Wladimir Balentien,267,9,73,9,"In play, no out",4-Seam Fastball,93.4,2366.0,-16.0,-9.0
2023-03-12,Itary,netherlands,Mitchell Stumpo,Roger Bernadina,266,8,72,9,Ball,Slider,89.4,2336.0,-28.0,-3.0
2023-03-12,Itary,netherlands,Mitchell Stumpo,Roger Bernadina,265,7,72,9,Foul,Slider,89.0,2316.0,-32.0,1.0
2023-03-12,Itary,netherlands,Mitchell Stumpo,Roger Bernadina,264,6,72,9,Ball,4-Seam Fastball,95.4,2321.0,-12.0,-4.0
2023-03-12,Itary,netherlands,Mitchell Stumpo,Roger Bernadina,263,5,72,9,Foul,Slider,89.9,2292.0,-33.0,-9.0
2023-03-12,Itary,netherlands,Mitchell Stumpo,Roger Bernadina,262,4,72,9,Ball,Slider,90.2,2172.0,-31.0,-5.0
2023-03-12,Itary,netherlands,Mitchell Stumpo,Roger Bernadina,261,3,72,9,Ball,Slider,90.3,2189.0,-30.0,-11.0
2023-03-12,Itary,netherlands,Mitchell Stumpo,Roger Bernadina,260,2,72,9,Swinging Strike,Slider,89.5,2152.0,-31.0,-8.0
2023-03-12,Itary,netherlands,Mitchell Stumpo,Roger Bernadina,259,1,72,9,Called Strike,4-Seam Fastball,94.6,2291.0,-15.0,-9.0
2023-03-12,Itary,netherlands,Matt Festa,Jonathan Schoop,239,19,65,8,Swinging Strike,Slider,85.0,2691.0,-36.0,19.0
2023-03-12,Itary,netherlands,Matt Festa,Jonathan Schoop,238,18,65,8,Foul,Slider,84.3,2736.0,-37.0,15.0
2023-03-12,Itary,netherlands,Matt Festa,Jonathan Schoop,237,17,65,8,Foul,Slider,82.3,2580.0,-40.0,11.0
2023-03-12,Itary,netherlands,Matt Festa,Didi Gregorius,236,16,64,8,"In play, no out",Cutter,89.5,2621.0,-28.0,2.0
2023-03-12,Itary,netherlands,Matt Festa,Didi Gregorius,235,15,64,8,Foul,4-Seam Fastball,93.0,2354.0,-18.0,-6.0
2023-03-12,Itary,netherlands,Matt Festa,Didi Gregorius,234,14,64,8,Foul,Cutter,90.8,2588.0,-21.0,-3.0
2023-03-12,Itary,netherlands,Matt Festa,Didi Gregorius,233,13,64,8,Ball,Slider,84.2,2622.0,-36.0,15.0
2023-03-12,Itary,netherlands,Matt Festa,Didi Gregorius,232,12,64,8,Ball,4-Seam Fastball,93.6,2333.0,-16.0,-11.0
2023-03-12,Itary,netherlands,Matt Festa,Didi Gregorius,231,11,64,8,Swinging Strike,Cutter,89.3,2689.0,-27.0,3.0
2023-03-12,Itary,netherlands,Matt Festa,Didi Gregorius,230,10,64,8,Ball,Cutter,89.3,2581.0,-25.0,2.0
2023-03-12,Itary,netherlands,Matt Festa,Xander Bogaerts,229,9,63,8,"In play, out(s)",Slider,84.5,2707.0,-37.0,13.0
2023-03-12,Itary,netherlands,Matt Festa,Xander Bogaerts,228,8,63,8,Foul,Slider,84.5,2698.0,-38.0,14.0
2023-03-12,Itary,netherlands,Matt Festa,Xander Bogaerts,227,7,63,8,Ball,Slider,84.6,2796.0,-41.0,16.0
2023-03-12,Itary,netherlands,Matt Festa,Xander Bogaerts,226,6,63,8,Called Strike,4-Seam Fastball,93.1,2309.0,-18.0,-7.0
2023-03-12,Itary,netherlands,Matt Festa,Xander Bogaerts,225,5,63,8,Ball,Slider,84.2,2702.0,-37.0,16.0
2023-03-12,Itary,netherlands,Matt Festa,Jurickson Profar,224,4,62,8,Swinging Strike,Cutter,89.7,2705.0,-27.0,2.0
2023-03-12,Itary,netherlands,Matt Festa,Jurickson Profar,223,3,62,8,Ball,4-Seam Fastball,94.3,2398.0,-15.0,-6.0
2023-03-12,Itary,netherlands,Matt Festa,Jurickson Profar,222,2,62,8,Swinging Strike,Slider,83.3,2771.0,-36.0,15.0
2023-03-12,Itary,netherlands,Matt Festa,Jurickson Profar,221,1,62,8,Called Strike,Cutter,90.0,2502.0,-24.0,3.0
2023-03-12,Itary,netherlands,Vinny Nittoli,Ray-Patrick Didder,214,14,58,7,Swinging Strike,Slider,83.7,2704.0,-37.0,8.0
2023-03-12,Itary,netherlands,Vinny Nittoli,Ray-Patrick Didder,213,13,58,7,Called Strike,Slider,83.5,2760.0,-36.0,15.0
2023-03-12,Itary,netherlands,Vinny Nittoli,Ray-Patrick Didder,212,12,58,7,Swinging Strike,Sinker,92.5,2469.0,-25.0,-17.0
2023-03-12,Itary,netherlands,Vinny Nittoli,Chadwick Tromp,211,11,57,7,Called Strike,4-Seam Fastball,92.6,2512.0,-18.0,-11.0
2023-03-12,Itary,netherlands,Vinny Nittoli,Chadwick Tromp,210,10,57,7,Foul,Slider,82.6,2685.0,-32.0,8.0
2023-03-12,Itary,netherlands,Vinny Nittoli,Chadwick Tromp,209,9,57,7,Ball,Sinker,92.6,2455.0,-26.0,-16.0
2023-03-12,Itary,netherlands,Vinny Nittoli,Chadwick Tromp,208,8,57,7,Called Strike,Slider,83.5,2658.0,-30.0,8.0
2023-03-12,Itary,netherlands,Vinny Nittoli,Juremi Profar,207,7,56,7,"In play, no out",Slider,82.0,2715.0,-34.0,6.0
2023-03-12,Itary,netherlands,Vinny Nittoli,Juremi Profar,206,6,56,7,Called Strike,Sinker,92.4,2518.0,-24.0,-17.0
2023-03-12,Itary,netherlands,Vinny Nittoli,Juremi Profar,205,5,56,7,Called Strike,Slider,83.5,2629.0,-34.0,9.0
2023-03-12,Itary,netherlands,Vinny Nittoli,Wladimir Balentien,204,4,55,7,Swinging Strike,Slider,83.0,2759.0,-37.0,10.0
2023-03-12,Itary,netherlands,Vinny Nittoli,Wladimir Balentien,203,3,55,7,Foul,4-Seam Fastball,93.1,2477.0,-15.0,-9.0
2023-03-12,Itary,netherlands,Vinny Nittoli,Wladimir Balentien,202,2,55,7,Foul,Slider,82.6,2939.0,-35.0,9.0
2023-03-12,Itary,netherlands,Vinny Nittoli,Wladimir Balentien,201,1,55,7,Called Strike,Slider,84.4,2904.0,-33.0,1.0
2023-03-12,Itary,netherlands,Joe LaSorsa,Roger Bernadina,184,9,50,6,Swinging Strike,Changeup,90.5,2199.0,-26.0,23.0
2023-03-12,Itary,netherlands,Joe LaSorsa,Roger Bernadina,183,8,50,6,Ball,Slider,76.6,2230.0,-48.0,-13.0
2023-03-12,Itary,netherlands,Joe LaSorsa,Roger Bernadina,182,7,50,6,Foul,Slider,76.3,2215.0,-45.0,-11.0
2023-03-12,Itary,netherlands,Joe LaSorsa,Roger Bernadina,181,6,50,6,Called Strike,Slider,76.8,2284.0,-39.0,-12.0
2023-03-12,Itary,netherlands,Joe LaSorsa,Jonathan Schoop,180,5,49,6,Called Strike,Changeup,90.2,2152.0,-24.0,22.0
2023-03-12,Itary,netherlands,Joe LaSorsa,Jonathan Schoop,179,4,49,6,Foul,Slider,77.4,2272.0,-48.0,-10.0
2023-03-12,Itary,netherlands,Joe LaSorsa,Jonathan Schoop,178,3,49,6,Called Strike,Changeup,89.4,2158.0,-26.0,21.0
2023-03-12,Itary,netherlands,Joe LaSorsa,Jonathan Schoop,177,2,49,6,Ball,Slider,75.1,2274.0,-47.0,-9.0
2023-03-12,Itary,netherlands,Joe LaSorsa,Didi Gregorius,176,1,48,6,"In play, out(s)",Slider,75.6,2212.0,-53.0,-12.0
2023-03-12,Itary,netherlands,Andre Pallante,Xander Bogaerts,175,23,47,6,"In play, no out",4-Seam Fastball,96.3,2321.0,-20.0,0.0
2023-03-12,Itary,netherlands,Andre Pallante,Xander Bogaerts,174,22,47,6,Swinging Strike,4-Seam Fastball,96.6,2273.0,-20.0,0.0
2023-03-12,Itary,netherlands,Andre Pallante,Xander Bogaerts,173,21,47,6,Called Strike,4-Seam Fastball,96.0,2236.0,-20.0,-4.0
2023-03-12,Itary,netherlands,Andre Pallante,Xander Bogaerts,172,20,47,6,Ball,4-Seam Fastball,97.1,2173.0,-20.0,-2.0
2023-03-12,Itary,netherlands,Andre Pallante,Jurickson Profar,171,19,46,6,Ball,4-Seam Fastball,94.6,2067.0,-22.0,-2.0
2023-03-12,Itary,netherlands,Andre Pallante,Jurickson Profar,170,18,46,6,Ball,4-Seam Fastball,96.0,2262.0,-22.0,-2.0
2023-03-12,Itary,netherlands,Andre Pallante,Jurickson Profar,169,17,46,6,Ball,4-Seam Fastball,94.1,2023.0,-22.0,-6.0
2023-03-12,Itary,netherlands,Andre Pallante,Jurickson Profar,168,16,46,6,Ball In Dirt,Curveball,74.9,2654.0,-69.0,7.0
2023-03-12,Itary,netherlands,Andre Pallante,Ray-Patrick Didder,167,15,45,6,"In play, no out",4-Seam Fastball,92.7,2205.0,-21.0,-5.0
2023-03-12,Itary,netherlands,Andre Pallante,Chadwick Tromp,144,14,39,5,"In play, out(s)",Curveball,76.2,2832.0,-71.0,9.0
2023-03-12,Itary,netherlands,Andre Pallante,Chadwick Tromp,143,13,39,5,Called Strike,Slider,84.6,2245.0,-40.0,5.0
2023-03-12,Itary,netherlands,Andre Pallante,Chadwick Tromp,142,12,39,5,Foul,Cutter,96.6,2239.0,-21.0,2.0
2023-03-12,Itary,netherlands,Andre Pallante,Chadwick Tromp,141,11,39,5,Ball,Cutter,96.7,2248.0,-21.0,1.0
2023-03-12,Itary,netherlands,Andre Pallante,Chadwick Tromp,140,10,39,5,Ball,4-Seam Fastball,97.6,2217.0,-14.0,-3.0
2023-03-12,Itary,netherlands,Andre Pallante,Andrelton Simmons,139,9,38,5,"In play, out(s)",4-Seam Fastball,96.1,2102.0,-20.0,-3.0
2023-03-12,Itary,netherlands,Andre Pallante,Andrelton Simmons,138,8,38,5,Ball,4-Seam Fastball,95.6,2107.0,-19.0,-9.0
2023-03-12,Itary,netherlands,Andre Pallante,Andrelton Simmons,137,7,38,5,Called Strike,4-Seam Fastball,95.7,2164.0,-21.0,-6.0
2023-03-12,Itary,netherlands,Andre Pallante,Andrelton Simmons,136,6,38,5,Ball,4-Seam Fastball,96.0,2107.0,-22.0,-3.0
2023-03-12,Itary,netherlands,Andre Pallante,Wladimir Balentien,135,5,37,5,Ball,4-Seam Fastball,96.6,2208.0,-20.0,-2.0
2023-03-12,Itary,netherlands,Andre Pallante,Wladimir Balentien,134,4,37,5,Called Strike,4-Seam Fastball,97.0,2253.0,-21.0,-7.0
2023-03-12,Itary,netherlands,Andre Pallante,Wladimir Balentien,133,3,37,5,Ball,4-Seam Fastball,95.4,2151.0,-18.0,-5.0
2023-03-12,Itary,netherlands,Andre Pallante,Wladimir Balentien,132,2,37,5,Ball,4-Seam Fastball,96.1,2329.0,-21.0,-4.0
2023-03-12,Itary,netherlands,Andre Pallante,Wladimir Balentien,131,1,37,5,Ball,4-Seam Fastball,95.9,2175.0,-22.0,-2.0
2023-03-12,Itary,netherlands,Matt Harvey,Roger Bernadina,101,59,26,4,"In play, out(s)",Slider,85.0,2413.0,-31.0,2.0
2023-03-12,Itary,netherlands,Matt Harvey,Roger Bernadina,100,58,26,4,Ball,Changeup,82.2,1816.0,-26.0,-16.0
2023-03-12,Itary,netherlands,Matt Harvey,Roger Bernadina,99,57,26,4,Called Strike,Changeup,82.4,1799.0,-34.0,-17.0
2023-03-12,Itary,netherlands,Matt Harvey,Jonathan Schoop,98,56,25,4,"In play, out(s)",Sinker,89.6,2178.0,-20.0,-15.0
2023-03-12,Itary,netherlands,Matt Harvey,Jonathan Schoop,97,55,25,4,Foul,Curveball,77.7,2591.0,-48.0,10.0
2023-03-12,Itary,netherlands,Matt Harvey,Jonathan Schoop,96,54,25,4,Called Strike,Sinker,87.7,2172.0,-24.0,-17.0
2023-03-12,Itary,netherlands,Matt Harvey,Didi Gregorius,95,53,24,4,"In play, out(s)",Sinker,88.3,2224.0,-23.0,-14.0
2023-03-12,Itary,netherlands,Matt Harvey,Didi Gregorius,94,52,24,4,Called Strike,Slider,83.8,2458.0,-30.0,-2.0
2023-03-12,Itary,netherlands,Matt Harvey,Xander Bogaerts,85,51,20,3,Swinging Strike,Slider,83.7,2473.0,-32.0,2.0
2023-03-12,Itary,netherlands,Matt Harvey,Xander Bogaerts,84,50,20,3,Ball,Curveball,78.3,2722.0,-49.0,9.0
2023-03-12,Itary,netherlands,Matt Harvey,Xander Bogaerts,83,49,20,3,Foul,Slider,85.2,2461.0,-30.0,2.0
2023-03-12,Itary,netherlands,Matt Harvey,Xander Bogaerts,82,48,20,3,Ball,Curveball,79.9,2681.0,-42.0,11.0
2023-03-12,Itary,netherlands,Matt Harvey,Xander Bogaerts,81,47,20,3,Foul,Slider,84.7,2458.0,-32.0,2.0
2023-03-12,Itary,netherlands,Matt Harvey,Xander Bogaerts,80,46,20,3,Called Strike,4-Seam Fastball,88.9,2146.0,-21.0,-13.0
2023-03-12,Itary,netherlands,Matt Harvey,Jurickson Profar,79,45,19,3,"In play, out(s)",Slider,83.3,2384.0,-32.0,0.0
2023-03-12,Itary,netherlands,Matt Harvey,Jurickson Profar,78,44,19,3,Ball,4-Seam Fastball,89.1,2311.0,-19.0,-11.0
2023-03-12,Itary,netherlands,Matt Harvey,Ray-Patrick Didder,77,43,18,3,"In play, out(s)",Slider,83.1,2390.0,-36.0,1.0
2023-03-12,Itary,netherlands,Matt Harvey,Ray-Patrick Didder,76,42,18,3,Ball,Sinker,88.6,2163.0,-26.0,-16.0
2023-03-12,Itary,netherlands,Matt Harvey,Ray-Patrick Didder,75,41,18,3,Ball,Curveball,78.8,2616.0,-46.0,10.0
2023-03-12,Itary,netherlands,Matt Harvey,Ray-Patrick Didder,74,40,18,3,Ball,Curveball,78.3,2607.0,-48.0,13.0
2023-03-12,Itary,netherlands,Matt Harvey,Ray-Patrick Didder,73,39,18,3,Foul,Sinker,89.1,2305.0,-22.0,-14.0
2023-03-12,Itary,netherlands,Matt Harvey,Ray-Patrick Didder,72,38,18,3,Foul,Slider,83.7,2413.0,-33.0,2.0
2023-03-12,Itary,netherlands,Matt Harvey,Chadwick Tromp,71,37,17,3,"In play, run(s)",Sinker,88.0,2240.0,-19.0,-15.0
2023-03-12,Itary,netherlands,Matt Harvey,Chadwick Tromp,70,36,17,3,Called Strike,Sinker,88.4,2305.0,-19.0,-15.0
2023-03-12,Itary,netherlands,Matt Harvey,Chadwick Tromp,69,35,17,3,Ball,Curveball,76.3,2545.0,-59.0,3.0
2023-03-12,Itary,netherlands,Matt Harvey,Andrelton Simmons,47,34,12,2,"In play, out(s)",Sinker,89.3,2308.0,-21.0,-16.0
2023-03-12,Itary,netherlands,Matt Harvey,Andrelton Simmons,46,33,12,2,Ball,Sinker,89.5,2301.0,-23.0,-17.0
2023-03-12,Itary,netherlands,Matt Harvey,Wladimir Balentien,45,32,11,2,"In play, no out",Sinker,89.4,2300.0,-21.0,-13.0
2023-03-12,Itary,netherlands,Matt Harvey,Wladimir Balentien,44,31,11,2,Called Strike,Sinker,89.2,2294.0,-22.0,-15.0
2023-03-12,Itary,netherlands,Matt Harvey,Wladimir Balentien,43,30,11,2,Ball,Curveball,77.9,2573.0,-58.0,3.0
2023-03-12,Itary,netherlands,Matt Harvey,Wladimir Balentien,42,29,11,2,Ball,Slider,84.6,2424.0,-33.0,3.0
2023-03-12,Itary,netherlands,Matt Harvey,Wladimir Balentien,41,28,11,2,Called Strike,Sinker,88.5,2238.0,-20.0,-15.0
2023-03-12,Itary,netherlands,Matt Harvey,Wladimir Balentien,40,27,11,2,Ball,Slider,84.1,2333.0,-31.0,1.0
2023-03-12,Itary,netherlands,Matt Harvey,Roger Bernadina,39,26,10,2,Swinging Strike,Slider,84.2,2438.0,-34.0,2.0
2023-03-12,Itary,netherlands,Matt Harvey,Roger Bernadina,38,25,10,2,Ball,4-Seam Fastball,89.5,2255.0,-21.0,-9.0
2023-03-12,Itary,netherlands,Matt Harvey,Roger Bernadina,37,24,10,2,Foul,Changeup,83.1,1832.0,-25.0,-16.0
2023-03-12,Itary,netherlands,Matt Harvey,Roger Bernadina,36,23,10,2,Called Strike,Sinker,88.5,2256.0,-22.0,-16.0
2023-03-12,Itary,netherlands,Matt Harvey,Jonathan Schoop,35,22,9,2,"In play, out(s)",Slider,82.9,2401.0,-35.0,0.0
2023-03-12,Itary,netherlands,Matt Harvey,Jonathan Schoop,34,21,9,2,Ball,Curveball,77.6,2645.0,-56.0,7.0
2023-03-12,Itary,netherlands,Matt Harvey,Jonathan Schoop,33,20,9,2,Foul,Slider,84.0,2289.0,-31.0,-1.0
2023-03-12,Itary,netherlands,Matt Harvey,Jonathan Schoop,32,19,9,2,Ball,Slider,84.0,2389.0,-31.0,2.0
2023-03-12,Itary,netherlands,Matt Harvey,Didi Gregorius,18,18,4,1,"In play, out(s)",Changeup,82.6,2111.0,-33.0,-12.0
2023-03-12,Itary,netherlands,Matt Harvey,Didi Gregorius,17,17,4,1,Ball,4-Seam Fastball,89.4,2201.0,-21.0,-12.0
2023-03-12,Itary,netherlands,Matt Harvey,Didi Gregorius,16,16,4,1,Foul,Sinker,89.1,2321.0,-19.0,-14.0
2023-03-12,Itary,netherlands,Matt Harvey,Didi Gregorius,15,15,4,1,Foul,Changeup,82.7,1810.0,-33.0,-16.0
2023-03-12,Itary,netherlands,Matt Harvey,Xander Bogaerts,14,14,3,1,"In play, out(s)",Changeup,80.8,1781.0,-34.0,-13.0
2023-03-12,Itary,netherlands,Matt Harvey,Xander Bogaerts,13,13,3,1,Foul,4-Seam Fastball,88.5,2106.0,-22.0,-12.0
2023-03-12,Itary,netherlands,Matt Harvey,Xander Bogaerts,12,12,3,1,Called Strike,Curveball,78.1,2518.0,-53.0,4.0
2023-03-12,Itary,netherlands,Matt Harvey,Xander Bogaerts,11,11,3,1,Ball,Slider,85.3,2439.0,-31.0,-1.0
2023-03-12,Itary,netherlands,Matt Harvey,Xander Bogaerts,10,10,3,1,Foul,Sinker,89.5,2187.0,-22.0,-18.0
2023-03-12,Itary,netherlands,Matt Harvey,Xander Bogaerts,9,9,3,1,Ball,Slider,83.6,2383.0,-32.0,0.0
2023-03-12,Itary,netherlands,Matt Harvey,Jurickson Profar,8,8,2,1,Hit By Pitch,Curveball,79.0,2667.0,-54.0,4.0
2023-03-12,Itary,netherlands,Matt Harvey,Jurickson Profar,7,7,2,1,Foul,Sinker,90.8,2337.0,-18.0,-17.0
